gene	pip	chr
FAM50B	0	6
PRPF4B	0	6
FAM217A	0	6
C6orf201	0	6
ECI2-DT	0	6
LOC102724096	0	6
LINC02533	0	6
CDYL	0	6
RPP40	0.101166666666667	6
LYRM4-AS1	0	6
LYRM4	0.0095	6
FARS2	0	6
LOC101927972	0	6
LOC101927950	0.0015	6
NRN1	0	6
F13A1	0.0555	6
LY86-AS1	0.00133333333333333	6
LY86	0	6
RREB1	0	6
SSR1	0	6
CAGE1	0	6
RIOK1	0	6
DSP	0	6
SNRNP48	0	6
BMP6	0	6
BLOC1S5-TXNDC5	0.0956666666666667	6
TXNDC5	0	6
PIP5K1P1	0.0673333333333333	6
EEF1E1-BLOC1S5	0	6
SLC35B3	0	6
LOC100506207	0.0928333333333333	6
TFAP2A	0	6
LINC00518	0	6
MIR5689HG	0	6
GCNT2	0	6
C6orf52	0	6
PAK1IP1	0.0171666666666667	6
TMEM14C	0	6
TMEM14B	0	6
MAK	0.137	6
GCM2	0	6
SYCP2L	0	6
LOC101928191	0	6
ELOVL2	0	6
ELOVL2-AS1	0	6
SMIM13	0	6
ERVFRD-1	0.0395	6
NEDD9	0	6
TMEM170B	0.0608333333333333	6
ADTRP	0	6
LOC101928253	0.0193333333333333	6
HIVEP1	0.00683333333333333	6
EDN1	0.0385	6
LINC02530	0	6
PHACTR1	0	6
LOC100130357	0.0208333333333333	6
TBC1D7-LOC100130357	0	6
GFOD1	0.000666666666666667	6
SIRT5	0.574333333333333	6
NOL7	0.193833333333333	6
RANBP9	0	6
MCUR1	0	6
RNF182	0	6
CD83	0.0213333333333333	6
LINC01108	0	6
JARID2	0.00133333333333333	6
DTNBP1	0	6
MYLIP	0	6
GMPR	0	6
ATXN1	0	6
STMND1	0	6
RBM24	0	6
CAP2	0	6
LOC101928491	0.0586666666666667	6
FAM8A1	0	6
NUP153	0	6
LOC105374952	0.114333333333333	6
KIF13A	0	6
NHLRC1	0	6
TPMT	0	6
KDM1B	0.026	6
DEK	0	6
RNF144B	0	6
MIR548A1HG	0	6
LOC101928519	0	6
LOC105374960	0	6
LNC-LBCS	0	6
ID4	0.0118333333333333	6
MBOAT1	0	6
E2F3	0	6
CDKAL1	0.0868333333333333	6
LINC00581	0	6
SOX4	0.0085	6
CASC15	0.0101666666666667	6
PRL	0	6
HDGFL1	0.0345	6
LOC105374972	0	6
NRSN1	0	6
DCDC2	0	6
MRS2	0	6
GPLD1	0	6
ALDH5A1	0	6
KIAA0319	0.0313333333333333	6
TDP2	0	6
ACOT13	0	6
C6orf62	0	6
GMNN	0	6
RIPOR2	0	6
CMAHP	0	6
LOC101928663	0	6
CARMIL1	0	6
SCGN	0	6
H2AC1	0.00616666666666667	6
H2AC2P	0.000166666666666667	6
SLC17A4	0	6
SLC17A1	0	6
SLC17A3	0.006	6
SLC17A2	0.0621666666666667	6
TRIM38	0.037	6
H1-1	0.0918333333333333	6
H4C1	0	6
H4C2	0.0675	6
H3C3	0	6
LOC108783645	0	6
HFE	0	6
H1-6	0.0841666666666667	6
H2BC4	0	6
H2AC6	0	6
H2BC5	0.024	6
H2BC6	0.019	6
H3C4	0	6
H4C5	0	6
H3C6	0.0146666666666667	6
H3C8	0	6
H4C8	0	6
BTN3A2	0	6
BTN2A2	0	6
BTN3A1	0	6
BTN2A3P	0	6
BTN3A3	0	6
BTN2A1	0	6
LOC285819	0.107833333333333	6
BTN1A1	0	6
HCG11	0	6
HMGN4	0	6
LOC105374988	0	6
ABT1	0.0518333333333333	6
ZNF322	0	6
GUSBP2	0	6
LINC00240	0.0551666666666667	6
H2BC11	0	6
H2BC12	0	6
PRSS16	0	6
POM121L2	0	6
VN1R10P	0	6
ZNF204P	0.0258333333333333	6
ZNF391	0	6
ZNF184	0	6
LINC01012	0	6
H4C11	0	6
H4C12	0	6
H2BC15	0.147666666666667	6
H3C12	0	6
OR2B2	0	6
OR2B6	0	6
OR1F12	0	6
ZNF165	0	6
ZSCAN12P1	0	6
ZSCAN16-AS1	0	6
ZKSCAN8	0	6
ZNF192P1	0	6
TOB2P1	0	6
ZSCAN9	0	6
ZKSCAN4	0	6
NKAPL	0	6
ZSCAN26	0	6
PGBD1	0	6
ZSCAN31	0	6
ZKSCAN3	0.054	6
ZSCAN12	0.0848333333333333	6
ZSCAN23	0	6
GPX6	0.0486666666666667	6
GPX5	0	6
ZBED9	0	6
LINC01623	0.0271666666666667	6
HCG14	0	6
TRIM27	0	6
LINC01556	0	6
HCG15	0	6
ZNF311	0	6
LOC100129636	0	6
OR2J1	0	6
OR2J3	0	6
OR2J2	0	6
LOC101929006	0	6
OR14J1	0	6
OR5V1	0	6
OR12D3	0	6
OR12D2	0	6
OR11A1	0	6
OR10C1	0.0123333333333333	6
OR2H1	0	6
LINC01015	0	6
UBD	0	6
OR2H2	0	6
GABBR1	0	6
MOG	0	6
ZFP57	0	6
HLA-F	0	6
HLA-F-AS1	0	6
IFITM4P	0	6
HLA-V	0.00183333333333333	6
HLA-G	0	6
ZNRD1ASP	0	6
HCP5B	0	6
HLA-A	0	6
HCG9	0	6
HLA-J	0.0276666666666667	6
POLR1H	0.0233333333333333	6
PPP1R11	0	6
RNF39	0	6
TRIM31-AS1	0	6
TRIM40	0.0365	6
TRIM10	0.0228333333333333	6
TRIM15	0.006	6
TRIM26	0	6
HCG17	0	6
HLA-L	0	6
HCG18	0	6
HLA-E	0	6
GNL1	0	6
PRR3	0	6
ABCF1	0.00333333333333333	6
PPP1R10	0.0898333333333333	6
MRPS18B	0	6
ATAT1	0	6
C6orf136	0.0386666666666667	6
DHX16	0.0291666666666667	6
PPP1R18	0	6
NRM	0	6
MDC1	0.0506666666666667	6
MDC1-AS1	0	6
TUBB	0	6
FLOT1	0	6
HCG20	0	6
LINC00243	0	6
LINC02570	0	6
DDR1	0	6
GTF2H4	0	6
VARS2	0	6
SFTA2	0	6
MUCL3	0	6
HCG21	0.019	6
MUC21	0	6
MUC22	0	6
HCG22	0	6
C6orf15	0.0146666666666667	6
PSORS1C1	0	6
PSORS1C2	0	6
CCHCR1	0.0623333333333333	6
TCF19	0	6
POU5F1	0	6
PSORS1C3	0.0488333333333333	6
HCG27	0.199833333333333	6
HLA-C	0.0226666666666667	6
LINC02571	0	6
HLA-B	0.0113333333333333	6
MICA-AS1	0	6
MICA	0.254833333333333	6
LINC01149	0	6
HCP5	0	6
HCG26	0	6
MICB-DT	0	6
MICB	0.0383333333333333	6
MCCD1	0	6
ATP6V1G2-DDX39B	0	6
NFKBIL1	0	6
LOC100287329	0	6
LST1	0	6
NCR3	0	6
AIF1	0	6
PRRC2A	0	6
BAG6	0	6
GPANK1	0	6
LY6G5B	0	6
LY6G5C	0	6
ABHD16A	0.0288333333333333	6
LY6G6F-LY6G6D	0	6
LY6G6C	0.178666666666667	6
DDAH2	0	6
CLIC1	0.0438333333333333	6
MSH5-SAPCD1	0	6
VWA7	0	6
VARS1	0	6
LSM2	0	6
HSPA1L	0.190166666666667	6
HSPA1A	0	6
HSPA1B	0	6
SLC44A4	0	6
EHMT2	0	6
ZBTB12	0	6
C2	0	6
CFB	0	6
NELFE	0	6
SKIV2L	0	6
STK19	0.003	6
TNXB	0	6
CYP21A2	0.0365	6
ATF6B	0	6
PRRT1	0	6
PPT2-EGFL8	0	6
AGPAT1	0	6
AGER	0	6
PBX2	0	6
GPSM3	0	6
NOTCH4	0	6
TSBP1-AS1	0	6
BTNL2	0	6
HLA-DRA	0	6
HLA-DRB5	0.0376666666666667	6
HLA-DRB1	0.0203333333333333	6
HLA-DQA1	0	6
HLA-DQB1	0.0208333333333333	6
HLA-DQA2	0	6
MIR3135B	0	6
HLA-DQB2	0	6
HLA-DOB	0.144333333333333	6
TAP2	0	6
TAP1	0.08	6
PSMB9	0.00233333333333333	6
LOC100294145	0	6
HLA-DMB	0.036	6
HLA-DMA	0	6
BRD2	0	6
HLA-DOA	0	6
HLA-DPA1	0.0156666666666667	6
HLA-DPB1	0	6
HLA-DPB2	0	6
HCG24	0	6
COL11A2	0	6
RXRB	0	6
RING1	0	6
HCG25	0.0758333333333333	6
VPS52	0	6
WDR46	0.0345	6
RGL2	0	6
TAPBP	0	6
SMIM40	0	6
KIFC1	0	6
CUTA	0.071	6
SYNGAP1	0	6
ZBTB9	0	6
BAK1	0	6
GGNBP1	0	6
LINC00336	0	6
ITPR3	0.238833333333333	6
UQCC2	0	6
IP6K3	0	6
LEMD2	0.0326666666666667	6
MLN	0	6
LINC01016	0	6
MIR1275	0	6
GRM4	0	6
SMIM29	0	6
NUDT3	0	6
RPS10-NUDT3	0	6
PACSIN1	0.115666666666667	6
SPDEF	0	6
ILRUN	0.0218333333333333	6
SNRPC	0.0598333333333333	6
UHRF1BP1	0	6
ANKS1A	0.0118333333333333	6
TCP11	0	6
SCUBE3	0	6
ZNF76	0	6
DEF6	0	6
PPARD	0	6
FANCE	0.0215	6
RPL10A	0	6
TEAD3	0	6
TULP1	0	6
FKBP5	0	6
LOC285847	0.0375	6
ARMC12	0	6
CLPSL2	0.008	6
CLPSL1	0	6
LHFPL5	0	6
SRPK1	0.00166666666666667	6
SLC26A8	0	6
MAPK14	0	6
MAPK13	0.0168333333333333	6
BRPF3	0	6
PNPLA1	0	6
BNIP5	0	6
ETV7	0.0441666666666667	6
PXT1	0	6
KCTD20	0	6
STK38	0	6
SRSF3	0	6
PANDAR	0.0978333333333333	6
CDKN1A	0.0421666666666667	6
RAB44	0.0085	6
CPNE5	0	6
PPIL1	0	6
C6orf89	0.0236666666666667	6
PI16	0	6
MTCH1	0	6
FGD2	0	6
PIM1	0	6
TMEM217	0	6
TBC1D22B	0.0458333333333333	6
RNF8	0.0135	6
CMTR1	0	6
CCDC167	0	6
LINC02520	0.1745	6
MDGA1	0	6
ZFAND3	0	6
BTBD9	0.00716666666666667	6
GLO1	0	6
DNAH8	0.0483333333333333	6
DNAH8-AS1	0	6
GLP1R	0	6
SAYSD1	0.0908333333333333	6
KCNK5	0	6
KCNK17	0	6
KCNK16	0	6
KIF6	0	6
DAAM2	0	6
DAAM2-AS1	0.0128333333333333	6
MOCS1	0	6
LINC00951	0.0133333333333333	6
TDRG1	0	6
LRFN2	0	6
LOC101929555	0	6
UNC5CL	0	6
TSPO2	0	6
APOBEC2	0	6
OARD1	0.0125	6
ADCY10P1	0	6
TREM2	0	6
TREML2	0	6
TREML3P	0	6
TREML4	0.0231666666666667	6
TREML5P	0	6
TREM1	0	6
NCR2	0	6
LINC01276	0	6
FOXP4-AS1	0	6
FOXP4	0	6
MDFI	0	6
TFEB	0.0155	6
PGC	0	6
FRS3	0.131333333333333	6
PRICKLE4	0	6
USP49	0	6
MED20	0	6
BYSL	0	6
CCND3	0	6
TAF8	0	6
C6orf132	0	6
GUCA1A	0.05	6
GUCA1B	0	6
MRPS10	0	6
TRERF1	0	6
UBR2	0	6
PRPH2	0	6
TBCC	0	6
BICRAL	0	6
LOC401261	0	6
RPL7L1	0	6
PTCRA	0	6
CNPY3-GNMT	0	6
PEX6	0	6
PPP2R5D	0.133	6
MEA1	0	6
KLHDC3	0	6
RRP36	0	6
CUL7	0	6
MRPL2	0	6
KLC4	0.0338333333333333	6
PTK7	0	6
SRF	0	6
CUL9	0	6
DNPH1	0	6
TTBK1	0	6
CRIP3	0	6
ZNF318	0.003	6
ABCC10	0	6
TJAP1	0	6
YIPF3	0	6
XPO5	0	6
POLH	0.00966666666666667	6
GTPBP2	0.100833333333333	6
MAD2L1BP	0	6
RSPH9	0	6
MRPS18A	0.0153333333333333	6
VEGFA	0	6
LINC02537	0	6
LINC01512	0	6
LOC101929705	0.0065	6
MRPL14	0.0533333333333333	6
TMEM63B	0	6
CAPN11	0	6
MYMX	0	6
SLC29A1	0	6
HSP90AB1	0.014	6
SLC35B2	0	6
NFKBIE	0.0188333333333333	6
TMEM151B	0	6
TCTE1	0	6
AARS2	0.0823333333333333	6
SPATS1	0.0925	6
CDC5L	0	6
LOC105375075	0.0378333333333333	6
SUPT3H	0	6
RUNX2	0	6
CLIC5	0	6
ENPP4	0	6
ENPP5	0	6
RCAN2	0	6
LOC101926915	0	6
LOC101926898	0	6
CYP39A1	0.00333333333333333	6
SLC25A27	0	6
LOC101926934	0	6
TDRD6	0	6
PLA2G7	0	6
ANKRD66	0	6
MEP1A	0	6
ADGRF5	0	6
ADGRF5-AS1	0	6
ADGRF1	0	6
TNFRSF21	0	6
CD2AP	0.0271666666666667	6
ADGRF2	0.3695	6
ADGRF4	0	6
OPN5	0	6
PTCHD4	0.211666666666667	6
MMUT	0	6
CENPQ	0.027	6
GLYATL3	0	6
RHAG	0	6
CRISP2	0	6
CRISP3	0	6
LOC101927020	0	6
CRISP1	0.0375	6
DEFB133	0	6
DEFB110	0.1325	6
DEFB112	0	6
TFAP2D	0	6
TFAP2B	0	6
PKHD1	0	6
LINCMD1	0	6
IL17A	0	6
IL17F	0	6
MCM3	0	6
PAQR8	0	6
EFHC1	0	6
TRAM2	0	6
TRAM2-AS1	0	6
LOC730101	0	6
TMEM14A	0	6
GSTA7P	0	6
GSTA2	0	6
GSTA1	0	6
GSTA5	0	6
GSTA3	0	6
GSTA4	0	6
CILK1	0	6
FBXO9	0	6
GCM1	0	6
ELOVL5	0	6
GCLC	0	6
LOC101927136	0.511666666666667	6
LINC01564	0.0235	6
KLHL31	0	6
LRRC1	0	6
LOC101927189	0	6
MLIP-IT1	0	6
MLIP	0	6
TINAG	0	6
FAM83B	0	6
HCRTR2	0.0065	6
GFRAL	0	6
HMGCLL1	0	6
BMP5	0	6
COL21A1	0.0275	6
DST	0	6
DST-AS1	0	6
BEND6	0	6
KIAA1586	0	6
ZNF451	0	6
ZNF451-AS1	0	6
RAB23	0	6
PRIM2	0	6
GUSBP4	0	6
LINC00680-GUSBP4	0	6
MTRNR2L9	0.0151666666666667	6
KHDRBS2	0	6
LGSN	0.0323333333333333	6
PTP4A1	0	6
PHF3	0	6
EYS	0	6
SCAT8	0	6
SLC25A51P1	0.0926666666666667	6
LOC102723883	0.0183333333333333	6
LINC02549	0	6
ADGRB3	0	6
LMBRD1	0	6
COL19A1	0	6
COL9A1	0	6
FAM135A	0	6
SDHAF4	0.0486666666666667	6
SMAP1	0.0176666666666667	6
B3GAT2	0	6
OGFRL1	0	6
LINC00472	0	6
LINC01626	0	6
RIMS1	0	6
KCNQ5	0.00866666666666667	6
KCNQ5-IT1	0	6
KCNQ5-AS1	0	6
KHDC1L	0	6
KHDC1	0	6
DPPA5	0	6
OOEP	0.021	6
DDX43	0	6
CGAS	0	6
MTO1	0	6
SLC17A5	0	6
LOC101928489	0	6
CD109	0	6
LOC101928516	0	6
COL12A1	0	6
COX7A2	0	6
TMEM30A	0	6
TMEM30A-DT	0.027	6
FILIP1	0	6
LOC101928540	0	6
SENP6	0	6
MYO6	0.095	6
IMPG1	0	6
LINC02540	0.0515	6
HTR1B	0	6
MEI4	0	6
MIR10524	0.0268333333333333	6
IRAK1BP1	0.07	6
PHIP	0	6
HMGN3	0.0085	6
HMGN3-AS1	0	6
LCAL1	0.0788333333333333	6
LCA5	0	6
SH3BGRL2	0	6
LINC01621	0	6
ELOVL4	0	6
TTK	0.0535	6
BCKDHB	0	6
LINC02542	0	6
IBTK	0.0326666666666667	6
TPBG	0	6
UBE3D	0	6
DOP1A	0	6
PGM3	0	6
RWDD2A	0.1005	6
ME1	0	6
PRSS35	0	6
SNAP91	0	6
LOC105377879	0.0413333333333333	6
CYB5R4	0	6
MRAP2	0	6
CEP162	0.00216666666666667	6
LINC01611	0	6
TBX18-AS1	0.029	6
TBX18	0.129666666666667	6
LINC02535	0	6
NT5E	0	6
SNX14	0	6
SYNCRIP	0.0555	6
HTR1E	0.106333333333333	6
CGA	0	6
ZNF292	0.0118333333333333	6
GJB7	0.0753333333333333	6
SMIM8	0	6
C6orf163	0	6
CFAP206	0	6
SLC35A1	0	6
RARS2	0	6
ORC3	0	6
AKIRIN2	0	6
LOC101928911	0.0895	6
SPACA1	0	6
CNR1	0	6
LOC101928936	0	6
RNGTT	0.00583333333333333	6
PNRC1	0	6
SRSF12	0	6
PM20D2	0	6
GABRR1	0	6
GABRR2	0	6
UBE2J1	0	6
RRAGD	0.017	6
ANKRD6	0	6
LOC101929057	0	6
MDN1	0	6
CASP8AP2	0	6
GJA10	0	6
BACH2	0	6
MAP3K7	0	6
CASC6	0	6
EPHA7	0	6
TSG1	0	6
MANEA-DT	0	6
MANEA	0	6
FUT9	0	6
UFL1	0.05	6
FHL5	0	6
GPR63	0	6
NDUFAF4	0	6
KLHL32	0	6
MMS22L	0	6
LOC101927314	0	6
PNKY	0	6
POU3F2	0	6
FBXL4	0	6
FAXC	0	6
COQ3	0	6
PNISR	0	6
LOC101927365	0	6
USP45	0	6
TSTD3	0	6
CCNC	0.00133333333333333	6
MCHR2	0	6
MCHR2-AS1	0	6
SIM1	0	6
ASCC3	0	6
GRIK2	0	6
HACE1	0	6
LIN28B	0	6
BVES	0.0561666666666667	6
BVES-AS1	0	6
POPDC3	0.00683333333333333	6
PREP	0.00866666666666667	6
PRDM1	0.0463333333333333	6
ATG5	0	6
CRYBG1	0	6
LOC105377924	0	6
RTN4IP1	0.0581666666666667	6
QRSL1	0	6
LINC02526	0.0065	6
LINC02532	0	6
MTRES1	0.142	6
BEND3	0	6
PDSS2	0	6
SOBP	0	6
SCML4	0	6
SEC63	0	6
OSTM1	0.0311666666666667	6
OSTM1-AS1	0	6
NR2E1	0	6
SNX3	0	6
AFG1L	0	6
FOXO3	0	6
LINC00222	0.00516666666666667	6
ARMC2	0	6
ARMC2-AS1	0.45	6
SESN1	0	6
CEP57L1	0	6
CCDC162P	0.00216666666666667	6
CD164	0	6
PPIL6	0	6
MICAL1	0.0691666666666667	6
ZBTB24	0	6
AK9	0	6
FIG4	0	6
WASF1	0.0313333333333333	6
CDC40	0	6
METTL24	0	6
DDO	0	6
SLC22A16	0.0075	6
CDK19	0.00383333333333333	6
AMD1	0	6
GTF3C6	0	6
RPF2	0	6
GSTM2P1	0	6
SLC16A10	0	6
MFSD4B	0	6
REV3L	0.00666666666666667	6
TRAF3IP2-AS1	0	6
TRAF3IP2	0	6
FYN	0	6
LOC102724646	0.112666666666667	6
CCN6	0	6
TUBE1	0	6
FAM229B	0	6
LAMA4	0.0165	6
LAMA4-AS1	0	6
RFPL4B	0	6
LINC02518	0	6
LINC02541	0	6
MARCKS	0	6
LINC02880	0	6
HDAC2	0.0563333333333333	6
HDAC2-AS2	0.0725	6
LINC02534	0.0513333333333333	6
FRK	0	6
NT5DC1	0	6
DSE	0	6
TSPYL1	0.032	6
CALHM6	0	6
TRAPPC3L	0	6
CALHM5	0	6
CALHM4	0	6
RWDD1	0	6
RSPH4A	0.0118333333333333	6
ZUP1	0	6
KPNA5	0.115	6
FAM162B	0	6
GPRC6A	0	6
RFX6	0	6
VGLL2	0.108333333333333	6
ROS1	0.0306666666666667	6
DCBLD1	0	6
GOPC	0	6
LOC101927919	0	6
NUS1	0	6
SLC35F1	0.0328333333333333	6
LOC105377967	0.16	6
CEP85L	0	6
BRD7P3	0.099	6
PLN	0	6
SELENOKP3	0.0111666666666667	6
MCM9	0	6
FAM184A	0	6
MAN1A1	0	6
LOC285762	0	6
LOC105377975	0	6
TBC1D32	0.00483333333333333	6
GJA1	0	6
HSF2	0	6
SERINC1	0	6
PKIB	0	6
FABP7	0	6
SMPDL3A	0	6
CLVS2	0	6
TRDN	0	6
TRDN-AS1	0.0563333333333333	6
NKAIN2	0	6
RNF217-AS1	0	6
RNF217	0	6
TPD52L1	0.0756666666666667	6
LOC100126584	0	6
HDDC2	0.0696666666666667	6
LINC02523	0	6
HEY2	0	6
NCOA7	0	6
NCOA7-AS1	0.0103333333333333	6
HINT3	0.0616666666666667	6
TRMT11	0.0158333333333333	6
CENPW	0	6
RSPO3	0	6
RNF146	0	6
ECHDC1	0	6
SOGA3	0.0258333333333333	6
C6orf58	0	6
THEMIS	0	6
PTPRK	0	6
PTPRK-AS1	0.0521666666666667	6
LAMA2	0	6
ARHGAP18	0	6
TMEM244	0	6
L3MBTL3	0	6
SAMD3	0.007	6
TMEM200A	0	6
SMLR1	0	6
EPB41L2	0.112666666666667	6
AKAP7	0	6
MED23	0	6
ENPP3	0	6
MIR548H5	0	6
ENPP1	0	6
CCN2	0	6
LINC01013	0.0386666666666667	6
MOXD1	0	6
STX7	0	6
TAAR8	0	6
TAAR6	0	6
TAAR5	0	6
TAAR3P	0.00883333333333333	6
TAAR2	0	6
TAAR1	0.184333333333333	6
VNN1	0	6
VNN3	0.277166666666667	6
VNN2	0.033	6
SLC18B1	0	6
RPS12	0	6
LINC00326	0.0163333333333333	6
EYA4	0	6
TARID	0	6
LINC01312	0.0376666666666667	6
TCF21	0	6
TBPL1	0	6
SLC2A12	0	6
HMGA1P7	0.0118333333333333	6
SGK1	0	6
CT69	0	6
LINC01010	0.0343333333333333	6
LOC101928304	0	6
ALDH8A1	0	6
HBS1L	0	6
MYB	0.00233333333333333	6
AHI1	0	6
LINC00271	0	6
PDE7B	0.0918333333333333	6
LOC644135	0.0393333333333333	6
MTFR2	0.0281666666666667	6
BCLAF1	0.0196666666666667	6
MAP7	0.00833333333333333	6
MAP3K5	0	6
MAP3K5-AS1	0.00533333333333333	6
PEX7	0	6
SLC35D3	0	6
NHEG1	0.0181666666666667	6
IL20RA	0	6
IL22RA2	0	6
IFNGR1	0.0085	6
OLIG3	0	6
LOC102723649	0	6
LINC02539	0	6
WAKMAR2	0	6
TNFAIP3	0	6
LINC02528	0	6
PERP	0	6
ARFGEF3	0	6
SMIM28	0	6
HEBP2	0.0193333333333333	6
NHSL1	0	6
FLJ46906	0	6
CCDC28A-AS1	0	6
CCDC28A	0	6
ECT2L	0.0301666666666667	6
REPS1	0	6
ABRACL	0	6
HECA	0	6
TXLNB	0	6
CITED2	0	6
LINC01625	0	6
FILNC1	0	6
LOC100507477	0.0118333333333333	6
MIR4465	0	6
NMBR	0	6
GJE1	0	6
VTA1	0	6
ADGRG6	0	6
LOC153910	0	6
HIVEP2	0	6
LINC01277	0	6
AIG1	0	6
ADAT2	0	6
PEX3	0	6
FUCA2	0	6
PHACTR2-AS1	0	6
PHACTR2	0	6
LTV1	0	6
ZC2HC1B	0	6
PLAGL1	0	6
HYMAI	0	6
STX11	0	6
UTRN	0	6
EPM2A	0	6
FBXO30-DT	0	6
FBXO30	0.065	6
SHPRH	0	6
GRM1	0	6
RAB32	0.0506666666666667	6
LOC101928661	0	6
ADGB	0.0163333333333333	6
KATNBL1P6	0	6
STXBP5-AS1	0.0141666666666667	6
STXBP5	0	6
SAMD5	0	6
SASH1	0	6
UST	0	6
UST-AS1	0	6
TAB2	0	6
TAB2-AS1	0	6
ZC3H12D	0	6
PPIL4	5e-04	6
GINM1	0.0158333333333333	6
KATNA1	0.0401666666666667	6
LATS1	0	6
NUP43	0	6
PCMT1	0	6
LRP11	0	6
RAET1E-AS1	0	6
RAET1E	0	6
RAET1G	0.0178333333333333	6
LOC105378052	0	6
ULBP2	0	6
ULBP1	0	6
RAET1K	0	6
RAET1L	0	6
ULBP3	0	6
PPP1R14C	0	6
IYD	0.0505	6
PLEKHG1	0	6
MTHFD1L	0.015	6
LOC102723831	0	6
AKAP12	0	6
ZBTB2	0.0495	6
RMND1	0	6
ARMT1	0	6
CCDC170	0	6
ESR1	0.0055	6
SYNE1	0	6
MIR3163	0.00166666666666667	6
MYCT1	0	6
VIP	0	6
FBXO5	0.191	6
MTRF1L	0	6
RGS17	0.0181666666666667	6
OPRM1	0	6
IPCEF1	0	6
CNKSR3	0.0751666666666667	6
SCAF8	0	6
TIAM2	0	6
TFB1M	0	6
NOX3	0	6
LOC105378068	0.258333333333333	6
MIR1202	0.004	6
SNORD28B	0	6
ARID1B	0.022	6
TMEM242	0	6
ZDHHC14	0	6
SNX9	0	6
SYNJ2	0	6
SERAC1	0.0466666666666667	6
GTF2H5	0	6
TULP4	0	6
TMEM181	0	6
DYNLT1	0	6
SYTL3	0	6
EZR	0.116333333333333	6
OSTCP1	0	6
C6orf99	0	6
RSPH3	0	6
TAGAP	0	6
FNDC1	0	6
LINC02529	0	6
SOD2	0.0628333333333333	6
SOD2-OT1	0	6
ACAT2	0.002	6
TCP1	0	6
MRPL18	0	6
PNLDC1	0	6
MAS1	0	6
IGF2R	0	6
AIRN	0	6
CHP1P2	0	6
SLC22A1	0.0498333333333333	6
SLC22A2	0	6
SLC22A3	0	6
LPAL2	0	6
LPA	0	6
PLG	0	6
MAP3K4	0	6
AGPAT4	0.0581666666666667	6
PRKN	0	6
LOC105378098	0	6
PACRG	0	6
PACRG-AS2	0.134333333333333	6
PACRG-AS3	0	6
PACRG-AS1	0	6
DKFZp451B082	0	6
QKI	0	6
LOC102724152	0.0198333333333333	6
MEAT6	0	6
C6orf118	0.00466666666666667	6
PDE10A	0	6
LINC00473	0	6
LOC729681	0	6
TBXT	0	6
LOC101929297	0	6
PRR18	0	6
SFT2D1	0	6
LOC100289495	0	6
MPC1	0	6
RPS6KA2	0.0783333333333333	6
RPS6KA2-IT1	0	6
RNASET2	0	6
CEP43	0	6
CCR6	0	6
GPR31	0	6
HPAT5	0	6
UNC93A	0.0738333333333333	6
TTLL2	0.0753333333333333	6
TCP10L3	0.0386666666666667	6
LOC105378127	0	6
LINC02538	0.0408333333333333	6
LINC02487	0	6
LINC01558	0	6
LOC441179	0	6
AFDN-DT	0	6
AFDN	0	6
KIF25-AS1	0	6
KIF25	0	6
FRMD1	0	6
LOC105378137	0	6
LOC101929420	0	6
DACT2	0	6
SMOC2	0	6
LOC105378146	0	6
LOC101929460	0	6
LOC102724357	0	6
LINC01615	0	6
LINC02544	0.077	6
LOC101929523	0.0113333333333333	6
THBS2	0	6
WDR27	0.012	6
PHF10	0	6
TCTE3	0.0858333333333333	6
ERMARD	0	6
LOC102724511	0	6
LOC154449	0	6
LOC285804	0	6
LINC01624	0	6
DLL1	0	6
FAM120B	0	6
PSMB1	0.0178333333333333	6
TBP	0	6
PDCD2	0	6
LOC100507642	0.1055	7
LOC105375115	0.0556666666666667	7
FAM20C	0	7
FOXL3	0	7
LOC442497	0	7
LOC112267991	0	7
LOC116435278	0.134666666666667	7
PDGFA	0	7
HRAT92	0	7
PRKAR1B	0	7
PRKAR1B-AS2	0.007	7
PRKAR1B-AS1	0	7
DNAAF5	0	7
SUN1	0	7
GET4	0	7
ADAP1	0	7
COX19	0	7
CYP2W1	0	7
C7orf50	0	7
GPR146	0	7
GPER1	0	7
ZFAND2A	0	7
ZFAND2A-DT	0	7
UNCX	0	7
MICALL2	0	7
INTS1	0	7
MAFK	0	7
LOC100128653	0	7
TMEM184A	0	7
PSMG3-AS1	0	7
TFAMP1	0.0176666666666667	7
ELFN1	0.0328333333333333	7
ELFN1-AS1	0	7
MAD1L1	0	7
MRM2	0	7
NUDT1	0.0231666666666667	7
SNX8	0	7
EIF3B	0	7
CHST12	0	7
GRIFIN	0.0518333333333333	7
LFNG	0	7
BRAT1	0	7
IQCE	0	7
TTYH3	0	7
AMZ1	0	7
GNA12	0	7
CARD11	0	7
LOC100129603	0	7
SDK1	0	7
LOC105375131	0	7
FOXK1	0	7
AP5Z1	0.0241666666666667	7
RADIL	0	7
PAPOLB	0	7
MMD2	0	7
RNF216P1	0	7
RBAK	0	7
ZNF890P	0.00916666666666667	7
WIPI2	0	7
SLC29A4	0	7
TNRC18	0	7
LOC100129484	0	7
FBXL18	0	7
LOC221946	0	7
ACTB	0.00633333333333333	7
FSCN1	0	7
RNF216	0.0413333333333333	7
RNF216-IT1	0	7
ZNF815P	0.0986666666666667	7
OCM	0	7
CCZ1	0.0206666666666667	7
PMS2	0.0713333333333333	7
AIMP2	0.111666666666667	7
EIF2AK1	0.0235	7
